0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.125286102294921875e-02;8.465242385864257812e-02;1.158959865570068359e-01;1.780331611633300781e+00;1.148129463195800781e+00;1.478006839752197266e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.562786102294921875e-02;4.687762260437011719e-02;2.382791042327880859e-01;2.827641963958740234e-01;5.790675640106201172e+00;5.606566190719604492e+00
0.000000000000000000e+00;8.032560348510742188e-03;0.000000000000000000e+00;8.030176162719726562e-03;1.207041740417480469e-02;5.025792121887207031e-02;2.261614799499511719e-01;1.264618635177612305e+00;1.085752010345458984e+00;1.608571600914001465e+01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;7.814002037048339844e-02;5.340194702148437500e-02;2.442264556884765625e-01;7.741672992706298828e-01;1.657808065414428711e+00;4.664935684204101562e+01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.564907073974609375e-02;4.687833786010742188e-02;8.463525772094726562e-02;1.158869266510009766e-01;2.638491153717041016e+00;2.264689445495605469e+00
0.000000000000000000e+00;8.033275604248046875e-03;1.001191139221191406e-02;0.000000000000000000e+00;1.563715934753417969e-02;4.687881469726562500e-02;8.464503288269042969e-02;4.745564460754394531e-01;3.474086761474609375e+00;4.489815473556518555e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.563739776611328125e-02;0.000000000000000000e+00;8.464145660400390625e-02;7.814121246337890625e-02;1.029269695281982422e+00;7.641043663024902344e-01;1.387179851531982422e+01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.203584671020507812e-02;2.006340026855468750e-02;5.015397071838378906e-02;2.085685729980468750e-01;1.479732990264892578e-01;5.393009662628173828e+00;1.400567770004272461e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000261306762695312e-02;1.562786102294921875e-02;3.125238418579101562e-02;6.901001930236816406e-02;1.848993301391601562e-01;7.432265281677246094e-01;1.403850317001342773e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.562929153442382812e-02;1.562571525573730469e-02;8.463621139526367188e-02;2.214980125427246094e-01;8.148076534271240234e-01;1.951870918273925781e+00;1.404717588424682617e+01
8.365869522094726562e-03;0.000000000000000000e+00;0.000000000000000000e+00;8.187055587768554688e-03;1.041865348815917969e-02;1.821255683898925781e-02;1.493129730224609375e-01;1.427115678787231445e+00;6.624048471450805664e+00;1.096793532371520996e+02
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;3.125452995300292969e-02;4.687809944152832031e-02;2.026135921478271484e-01;2.807850837707519531e-01;5.336455583572387695e+00;2.760997295379638672e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.562738418579101562e-02;0.000000000000000000e+00;4.687809944152832031e-02;1.746318340301513672e-01;1.246311187744140625e+00;1.532290220260620117e+00;1.000759458541870117e+01
0.000000000000000000e+00;0.000000000000000000e+00;2.027988433837890625e-03;8.029937744140625000e-03;2.564978599548339844e-02;8.464360237121582031e-02;1.002807617187500000e-01;1.107207298278808594e+00;1.489912986755371094e+00;2.258698964118957520e+01
8.030891418457031250e-03;0.000000000000000000e+00;1.005196571350097656e-02;8.020639419555664062e-03;1.001238822937011719e-02;6.250381469726562500e-02;8.465337753295898438e-02;9.795722961425781250e-01;9.414687156677246094e-01;3.261612892150878906e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.563620567321777344e-02;4.687905311584472656e-02;1.400847434997558594e-01;3.014111518859863281e-02;2.415401458740234375e+00;1.923237562179565430e+00;2.355145454406738281e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.563692092895507812e-02;0.000000000000000000e+00;3.125190734863281250e-02;2.161772251129150391e-01;5.368764400482177734e-01;4.215928077697753906e+00;2.120560169219970703e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.563763618469238281e-02;2.005631923675537109e-01;2.216117382049560547e-01;3.284456729888916016e-01;1.507081747055053711e+00;1.014132165908813477e+01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;2.027273178100585938e-03;2.564907073974609375e-02;1.315319538116455078e-01;4.072403907775878906e-01;4.520945549011230469e-01;2.340146541595458984e+00;1.510007381439208984e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.001262664794921875e-02;0.000000000000000000e+00;4.688930511474609375e-02;1.562619209289550781e-02;6.902813911437988281e-02;5.907667160034179688e+00;1.879837036132812500e+00;1.372183465957641602e+01
